type,value
out group,6.55
out group,7.07
out group,9.13
out group,8.9
out group,6.7
out group,7.36
out group,6.16
out group,7.32
out group,5.78
out group,9.07
out group,8.01
out group,8.21
out group,6.23
out group,7.11
out group,9
out group,9.65
out group,8.61
out group,7.75
out group,7.48
out group,9.24
out group,9.37
out group,8.25
out group,7.82
out group,8.43
out group,8.67
out group,7.19
out group,8.26
out group,8.31
out group,8.35
out group,7.67
out group,8.24
out group,8.53
out group,7.34
out group,7.87
out group,8.2
out group,5.21
out group,7.83
out group,10.23
out group,7.78
out group,7.36
out group,7.35
out group,6.11
out group,7.03
out group,6.57
out group,6.1
out group,8.87
out group,7.77
out group,8.25
out group,6.8
out group,9.04
out group,7.7
out group,7.96
out group,8.56
out group,7.65
out group,6.11
out group,7.2
out group,7.94
out group,7.13
out group,8.85
out group,5.59
out group,7.96
out group,7.62
out group,8.99
out group,5.72
out group,7.24
out group,6.84
out group,4.82
out group,5.24
out group,6.94
out group,6.23
out group,5.18
out group,7.56
out group,8.48
out group,7.13
out group,6.9
out group,8.02
out group,7.09
out group,7.67
out group,10.28
out group,7.11
out group,7.76
out group,6.82
out group,6.54
out group,6.76
out group,6.53
out group,8.11
out group,10.51
out group,7.5
out group,8.71
out group,6.65
out group,5.64
out group,7.92
out group,7.97
out group,7.61
out group,11.32
out group,7.3
out group,7.3
out group,5.74
out group,8.21
out group,7.7
out group,8.02
out group,6.91
out group,7.35
out group,7.24
out group,6.82
out group,7.46
out group,9.33
out group,6.04
out group,8.91
out group,8.23
out group,8.69
out group,6.04
out group,6.96
out group,7.07
out group,9.69
out group,6.42
out group,5.56
out group,8.24
out group,9.34
out group,8.79
out group,9.98
out group,8.05
out group,8.36
out group,8.78
out group,7.82
out group,9.59
out group,7.28
out group,9.09
out group,9.81
out group,7.39
out group,9.84
out group,7.5
out group,9.85
out group,9.94
out group,8.11
out group,8.74
out group,7.45
out group,8.03
out group,9.25
out group,6.34
out group,9.84
out group,7.03
out group,7.01
out group,6.91
out group,7.02
out group,7.66
out group,4.95
out group,6.57
out group,7.92
out group,6.18
out group,7.68
out group,8.99
out group,8.27
out group,8.04
out group,7.44
out group,9.86
out group,6.56
out group,9.8
out group,10.71
out group,9.51
out group,7.03
out group,8.79
out group,7.36
out group,6.95
out group,6.01
out group,7.06
out group,7.28
out group,9.13
out group,7.16
out group,8.08
out group,6.96
out group,7.1
out group,8.78
out group,9.43
out group,7.58
out group,10.68
out group,9.11
out group,7.49
out group,9.03
out group,6.79
out group,6.88
out group,8.16
out group,7.83
out group,8.64
out group,7.75
out group,7.4
out group,8.05
out group,7.5
out group,9.32
out group,7.38
out group,6.8
out group,7.79
out group,11.63
out group,9.39
out group,7.92
out group,4.66
out group,9.08
out group,8.26
out group,7.2
out group,8.27
out group,8.1
out group,11.06
out group,9.33
out group,7.76
out group,8.62
out group,6.87
out group,7.46
out group,5.58
out group,8.1
out group,8.6
out group,8.36
out group,7.21
out group,6.24
out group,7.81
out group,7.53
out group,6.82
out group,7.74
out group,5.48
out group,7.79
out group,11.85
out group,7.81
out group,9.06
out group,6.72
out group,5.58
out group,6.68
out group,7.66
out group,8.58
out group,9.64
out group,6.88
out group,6.84
out group,7.3
out group,7.53
out group,5.92
out group,6.76
out group,7.36
out group,4.98
out group,5.89
out group,7.46
out group,8.75
out group,8.44
out group,5.6
out group,7.25
out group,8.56
out group,7.89
out group,6.34
out group,5.56
out group,8.08
out group,6.71
out group,11.58
out group,8.9
out group,7.68
out group,6.47
out group,8.02
out group,5.87
out group,8.23
out group,10.08
out group,8.48
out group,7.73
out group,7.08
out group,6.63
out group,8.32
out group,8.5
out group,7.83
out group,8.71
out group,10.97
out group,8.02
out group,7.73
out group,8.12
out group,9.15
out group,7.72
out group,8.35
out group,9.14
out group,8.14
out group,7.29
out group,7.56
out group,7.87
out group,8.17
out group,6.75
out group,9.12
out group,8.29
out group,6.13
out group,6.28
out group,8.58
out group,8.92
out group,6.55
out group,6.73
out group,8.58
out group,7.01
out group,7.6
out group,8.12
out group,6.43
out group,8.1
out group,8.22
out group,7.42
out group,7.04
out group,7.99
out group,10.1
out group,6.34
out group,8.41
out group,7.89
out group,7.29
out group,6.22
out group,8.49
out group,8.99
out group,8.38
out group,8.23
out group,8.02
out group,8.03
out group,7.69
out group,6.78
out group,6.65
out group,8.97
out group,8.03
out group,9.24
out group,9.66
out group,5.39
out group,6.77
out group,4.81
out group,8.79
out group,7.45
out group,8.51
out group,8.32
out group,7.32
out group,4.59
out group,6.49
out group,9.53
out group,8.57
out group,6.51
out group,8.46
out group,4.58
out group,7.85
out group,8.69
out group,7.36
out group,10.25
out group,7.37
out group,8.74
out group,8.05
out group,8.63
out group,8.46
out group,7.06
out group,8.6
out group,8.01
out group,7.36
out group,8.54
out group,8.68
out group,8.8
out group,6.66
out group,7.36
out group,8.09
out group,7.97
out group,7.68
out group,7.33
out group,8.11
out group,7.71
out group,7.63
out group,6.41
out group,4.84
out group,8.39
out group,7.95
out group,7.69
out group,7.03
out group,6.22
out group,6.78
out group,6.96
out group,8.29
out group,7.79
out group,7.89
out group,8.95
out group,7.45
out group,7.65
out group,7.38
out group,7.63
out group,8.09
out group,7.56
out group,8.61
out group,7.55
out group,7.46
out group,7.85
out group,7.35
out group,7.85
out group,7.18
out group,7.57
out group,8.47
out group,6.96
out group,6.68
out group,7.52
out group,7.38
out group,8.54
out group,7.43
out group,7.34
out group,7.99
out group,9.15
out group,6.61
out group,5.84
out group,7.23
out group,7.11
out group,7.83
out group,7.61
out group,9.19
out group,6.62
out group,8.12
out group,9.49
out group,8.66
out group,8.68
out group,6.5
out group,8.43
out group,8.82
out group,9.78
out group,7.32
out group,9.81
out group,6.97
out group,8.65
out group,8.59
out group,7.43
out group,6.82
out group,8.95
out group,7.76
out group,10.54
out group,8.42
out group,6.6
out group,6.4
out group,8.73
out group,8.61
out group,11.09
out group,5.12
out group,8.81
out group,8.64
out group,9.73
out group,7.19
out group,8.77
out group,7.65
out group,5.63
out group,9.03
out group,8.19
out group,8.89
out group,6.8
out group,8.17
out group,7.33
out group,7.82
out group,8.86
out group,6.29
out group,8.61
out group,6.81
out group,8.4
out group,8.91
out group,7.88
out group,9.69
out group,6.98
out group,8.39
out group,8.5
out group,7.42
out group,7.87
out group,8.54
out group,7.86
out group,8.2
out group,7.1
out group,7.67
out group,8.06
out group,8.24
out group,7.76
out group,7.7
out group,11.8
out group,7.28
out group,9.35
out group,7.58
out group,10.69
out group,7.86
out group,8.27
out group,8.62
out group,6.87
out group,10.53
out group,6.32
out group,10.5
out group,7.63
out group,9.84
out group,6.84
out group,9.84
out group,7.08
out group,10.27
out group,7.19
out group,9.66
out group,9.41
out group,11.33
out group,7.83
out group,5.96
out group,6.78
out group,9.8
out group,6.43
out group,9.29
out group,9.22
out group,9.62
out group,7.67
out group,6.3
out group,10.2
out group,7.39
out group,9.31
out group,7.08
out group,11.79
out group,7.49
out group,9.73
out group,9.02
out group,9.97
out group,7.79
out group,9.46
out group,10.83
out group,8.55
out group,7.9
out group,9.18
out group,8.15
out group,8.69
out group,7.93
out group,8.6
out group,8.88
out group,9.86
out group,10.03
out group,9.1
out group,9.91
out group,9.92
out group,8.72
out group,8.21
out group,11.81
out group,7.86
out group,9.45
out group,9.2
out group,8.02
out group,8.22
out group,10.86
out group,8.66
out group,12.49
out group,7.87
out group,11.47
out group,8.84
out group,8.22
out group,7.78
out group,6.5
out group,7.82
out group,6.82
out group,5.03
out group,7.63
out group,7.12
out group,7.75
out group,6.35
out group,7.96
out group,7.22
out group,6.09
out group,9.1
out group,4.57
out group,7.21
out group,8.47
out group,5.76
out group,6.51
out group,7.1
out group,8.49
out group,7.1
out group,7.43
out group,4.59
out group,8.62
out group,7.83
out group,4.47
out group,8.63
out group,7.7
out group,6.18
out group,6.05
out group,8.16
out group,2.3
out group,5.71
out group,3.06
out group,7.81
out group,6.68
out group,7.51
out group,5.55
out group,5
out group,8.52
out group,6.65
out group,10.05
out group,11.4
out group,10.4
out group,8.22
out group,8.98
out group,8.61
out group,5.45
out group,6.06
out group,6.82
out group,7.25
out group,10.54
out group,9.8
out group,9.03
out group,7.13
out group,8.76
out group,6.86
out group,7.89
out group,6.85
out group,8.94
out group,7.86
out group,7.53
out group,11.46
out group,11.17
out group,9.44
out group,6.92
out group,5.4
out group,8.11
out group,7.66
out group,7.5
out group,3.22
out group,8.15
out group,8.79
out group,7.6
out group,6.93
out group,8.87
out group,6.83
out group,4.77
out group,9.31
out group,3.71
out group,4.1
out group,8.56
out group,9.06
out group,10.99
out group,5.63
out group,10.08
out group,9.78
out group,6.47
out group,9.53
out group,5.75
out group,7.11
out group,8.24
out group,9.84
out group,5.76
out group,8.7
out group,7.07
out group,6.89
out group,3.9
out group,7.41
out group,5.8
out group,7.8
out group,7.07
out group,4.99
out group,2.16
out group,8.19
out group,7.45
out group,6.26
out group,7.43
out group,5.77
out group,2.64
out group,3.66
out group,3.99
out group,9.14
out group,8.79
out group,11.1
out group,7.13
out group,7.29
out group,4.36
out group,6.63
out group,5.52
out group,6.63
out group,4.16
out group,7.27
out group,8.38
out group,8.28
out group,7.47
out group,6.78
out group,2.63
out group,6.48
out group,9.85
out group,7.7
out group,3.49
out group,5.54
out group,6.04
out group,9.42
out group,6.21
out group,6.64
out group,7.7
out group,6.7
out group,4.39
out group,4.08
out group,8.61
out group,9.92
out group,6.17
out group,6.75
out group,6.71
out group,4.77
out group,7.84
out group,5.27
out group,6.77
out group,6.45
out group,4.17
out group,6.98
out group,3.88
out group,6.54
out group,4.85
out group,5.39
out group,7.03
out group,3.55
out group,4.94
out group,5.66
out group,6.93
out group,2.5
out group,7.07
out group,3.39
out group,6.56
out group,5.31
out group,5.6
out group,3.51
out group,7.13
out group,2.65
out group,6.15
out group,9.03
out group,5.28
out group,5.48
out group,7.06
out group,9.15
out group,7.61
out group,9.32
out group,9.97
out group,4.94
out group,6.7
out group,7.63
out group,9.48
out group,3.28
out group,6.5
out group,5.58
out group,8.54
out group,5.72
out group,2.66
out group,9.61
out group,4.89
out group,9.79
out group,4.2
out group,6.76
out group,7.9
out group,5.47
out group,2.4
out group,8.12
out group,6.29
out group,5.03
